agent_id,n_obs,pw_i_vi_coef,pw_i_vi_pval,pw_i_ci_hat_coef,pw_i_ci_hat_pval,pw_i_T_zi_coef,pw_i_T_zi_pval,pw_i_zr_coef,pw_i_zr_pval,pw_i_P_coef,pw_i_P_pval,pw_i_si_coef,pw_i_si_pval,pw_i_r_coef,pw_i_r_pval,pc_i_vi_coef,pc_i_vi_pval,pc_i_ci_hat_coef,pc_i_ci_hat_pval,pc_i_T_zi_coef,pc_i_T_zi_pval,pc_i_zr_coef,pc_i_zr_pval,pc_i_P_coef,pc_i_P_pval,pc_i_si_coef,pc_i_si_pval,pc_i_r_coef,pc_i_r_pval
46,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
