month,agent,pw_i,pc_i,vi,ci_hat,T_zi,zr,P,si,r
109,0,0.0,0.44,348.8277388269499,5147.619499854051,0.0,0.0,135.00936546891978,5282.036616576604,0.03521051987878136
110,0,1.0,0.4,348.56154040943704,4875.726107609172,0.0,0.0,134.83664997936506,6150.306834108965,0.03521051987878136
111,0,1.0,0.38,348.46361832233066,4832.383941085615,0.0,0.0,134.7928412951001,7117.964841640798,0.03521051987878136
112,0,1.0,0.4,348.5149685165691,4745.309894427199,0.0,0.0,134.840219971638,7831.08722805577,0.03521051987878136
113,0,1.0,0.44,348.6235561252229,4799.698623647085,0.0,0.0,135.29034086781678,8346.135931048317,0.03521051987878136
114,0,1.0,0.48,348.7005538342947,5564.0906206988775,0.0,0.0,135.5978150523794,7784.388558593935,0.03521051987878136
115,0,1.0,0.44,348.93533580388896,6116.305296038092,0.0,0.0,135.6531834228977,8881.30179792145,0.03521051987878136
116,0,0.0,0.5,349.72195767429514,4711.338665252905,0.0,0.0,135.74788200322925,8161.437709865723,0.03521051987878136
117,0,1.0,0.44,349.8560554717224,6412.558200608783,0.0,0.0,135.78109422120957,6972.355533808336,0.03521051987878136
118,0,1.0,0.4,350.0171797495859,6972.355533808336,0.0,0.0,135.85558963171295,7520.4616046900255,0.03521051987878136
119,0,1.0,0.38,350.8772022159332,5908.934117970734,0.0,0.0,136.06497404083268,7780.342876061707,0.03521051987878136
120,0,0.0,0.4,351.40643917960534,5186.895250707806,0.0,0.0,136.11466699749622,8837.52283085294,0.03521051987878136
121,0,1.0,0.38,351.5055906689812,5416.546251167932,0.0,0.0,136.30207028361806,8591.887098778825,0.03521051987878136
122,0,1.0,0.36,351.69796691628756,5727.924732519216,0.0,0.0,136.43652253693372,8806.170980894842,0.03521051987878136
123,0,1.0,0.38,351.69903549416716,5397.330601193613,0.0,0.0,136.46983902109253,9557.466335810064,0.03521051987878136
124,0,0.0,0.4,351.7198667157959,5376.074813893161,0.0,0.0,136.5145335915899,9380.915510395997,0.03521051987878136
125,0,1.0,0.44,351.0660750547618,5749.593377339482,0.0,0.0,136.39182096376,8800.666878309183,0.03521051987878136
126,0,0.0,0.5,351.1316100712999,5867.111252206123,0.0,0.0,136.48356608071006,7942.666188953251,0.03521051987878136
127,0,1.0,0.44,350.87017851130946,6240.666291320412,0.0,0.0,136.35276898278744,6623.949280805697,0.03521051987878136
128,0,1.0,0.4,349.5838061668598,6623.949280805697,0.0,0.0,135.01241560979355,6957.727067087531,0.03521051987878136
129,0,1.0,0.38,349.48869853500776,5466.785552711632,0.0,0.0,134.57378498102878,7617.618070098139,0.03521051987878136
130,0,1.0,0.4,349.61570219688065,5078.412046732094,0.0,0.0,134.86561857517148,8443.704547906895,0.03521051987878136
131,0,1.0,0.44,351.0412184055699,5175.173755168742,0.0,0.0,135.55315415457954,8895.711411865446,0.03521051987878136
132,0,1.0,0.48,351.2203354269266,5930.474274576965,0.0,0.0,136.03986682181358,8642.698236403321,0.03521051987878136
133,0,1.0,0.44,352.13899180558246,6790.691471459752,0.0,0.0,137.24199247418946,7676.982467378016,0.03521051987878136
134,0,1.0,0.4,352.81027218816683,7086.445354502784,0.0,0.0,138.57635451149733,7591.9105271295075,0.03521051987878136
135,0,1.0,0.38,354.60556238864876,5965.072557030327,0.0,0.0,139.5105876487259,8298.247853057874,0.03521051987878136
136,0,1.0,0.4,355.2170721566992,5532.1652353719155,0.0,0.0,140.03008412854751,8712.01575227519,0.03521051987878136
137,0,1.0,0.38,355.35569964549353,5339.622557846084,0.0,0.0,140.1818501284323,8716.619037946504,0.03521051987878136
138,0,1.0,0.4,356.3840290759639,5811.079358631003,0.0,0.0,140.4360873059914,9166.084858327798,0.03521051987878136
139,0,1.0,0.38,357.0187132989185,5617.92297768478,0.0,0.0,140.79535994530923,9546.029467596516,0.03521051987878136
140,0,1.0,0.4,358.8905617837437,6364.019645064345,0.0,0.0,140.90145896548236,15396.94683625563,0.03521051987878136
141,0,1.0,0.44,359.5368011102593,0.0,0.0,0.0,141.32918228429492,13027.610932264177,0.03521051987878136
142,0,0.0,0.48,360.12388734060784,8685.073954842786,0.0,0.0,141.43140369693066,10793.548938858177,0.03521051987878136
143,0,1.0,0.5,360.3743500585987,8480.645594817139,0.0,0.0,141.73320642156472,8765.399699091437,0.03521051987878136
144,0,1.0,0.44,360.44372009932624,8091.138183776709,0.0,0.0,142.57723934973987,7467.280209178476,0.03521051987878136
145,0,1.0,0.4,361.23437399643745,7467.280209178476,0.0,0.0,142.79356492264895,7851.594209962162,0.03521051987878136
146,0,1.0,0.38,361.28120016409514,6169.109736398842,0.0,0.0,144.21662884387393,8739.387559590261,0.03521051987878136
147,0,1.0,0.4,362.1438827462365,5826.2583730601755,0.0,0.0,144.370523902357,8967.869812536837,0.03521051987878136
148,0,1.0,0.38,363.3148465994166,5496.436336716126,0.0,0.0,144.98362841092887,8993.006973063766,0.03521051987878136
149,0,1.0,0.4,363.7092710638832,5995.337982042511,0.0,0.0,145.4032460634418,9374.678861155666,0.03521051987878136
150,0,0.0,0.38,364.3613960480166,5745.77091490186,0.0,0.0,145.8346732196419,9554.983195321518,0.03521051987878136
151,0,1.0,0.34,364.55186823221226,6369.988796881012,0.0,0.0,146.02606674274926,9485.87027981764,0.03521051987878136
152,0,1.0,0.3,364.60184206075286,5813.92049408178,0.0,0.0,146.1224892137606,10480.831797001043,0.03521051987878136
153,0,1.0,0.28,365.03107780242385,5399.216380273265,0.0,0.0,146.24219920305885,11736.83299021943,0.03521051987878136
154,0,1.0,0.3,365.62131184690213,5030.0712815226125,0.0,0.0,146.88023919840901,12965.602041983453,0.03521051987878136
155,0,1.0,0.34,366.459055186931,5042.178571882455,0.0,0.0,147.74678529580547,13168.40454171565,0.03521051987878136
156,0,0.0,0.3,366.3434104119419,5643.601946449564,0.0,0.0,147.62714048745173,12614.504678792404,0.03521051987878136
157,0,1.0,0.4,366.37380538610347,6498.381198165785,0.0,0.0,147.6387329090543,12966.573715598734,0.03521051987878136
158,0,1.0,0.44,366.2734928321684,5557.103020970885,0.0,0.0,147.57977257496975,11654.148445356144,0.03521051987878136
159,0,1.0,0.4,366.12120762690887,7769.432296904097,0.0,0.0,147.41079180912618,9501.459202415324,0.03521051987878136
160,0,1.0,0.44,366.2658800894681,7465.432230469182,0.0,0.0,147.53078767042786,9578.048129863624,0.03521051987878136
161,0,1.0,0.5,366.46971158633096,6385.365419909083,0.0,0.0,148.06264232947507,8668.724568131616,0.03521051987878136
162,0,1.0,0.48,366.81732980016193,6811.140732103413,0.0,0.0,148.29228970336223,7840.245565387684,0.03521051987878136
163,0,1.0,0.5,367.9741026286019,7840.245565387684,0.0,0.0,148.82096405134251,7064.079630230051,0.03521051987878136
164,0,0.0,0.48,367.45540880461357,6520.688889443123,0.0,0.0,148.69405199772098,6443.130262283677,0.03521051987878136
165,0,1.0,0.44,366.6356446374265,6443.130262283677,0.0,0.0,148.56715197298243,6306.311923384781,0.03521051987878136
166,0,0.0,0.5,366.46642924164524,5821.211006201336,0.0,0.0,148.1264569194395,6665.464774835734,0.03521051987878136
167,0,0.0,0.54,366.1611500060748,5237.150894513791,0.0,0.0,147.93420040430067,6336.523213958279,0.03521051987878136
168,0,1.0,0.5,366.480626864767,6336.523213958279,0.0,0.0,148.14737348278518,5503.878568786685,0.03521051987878136
169,0,0.0,0.44,366.44494816955023,6461.074841619152,0.0,0.0,148.06577296091348,5700.662645040593,0.03521051987878136
170,0,0.0,0.5,366.36344145226906,5700.662645040593,0.0,0.0,147.9577357423662,6058.19879438067,0.03521051987878136
171,0,0.0,0.54,365.95128667885484,4760.013338441954,0.0,0.0,147.94166275726255,5314.1638235967785,0.03521051987878136
172,0,1.0,0.6,365.52059789294145,5314.1638235967785,0.0,0.0,147.93203481761302,4993.763587133037,0.03521051987878136
173,0,0.0,0.54,365.6455653074878,5862.244210982262,0.0,0.0,147.93297221678597,4459.241202646992,0.03521051987878136
174,0,1.0,0.5,365.9180823455854,6688.861803970487,0.0,0.0,147.98654657675135,4274.387946328145,0.03521051987878136
175,0,0.0,0.48,366.19865067626785,5017.759763080867,0.0,0.0,148.05895880487608,4948.189288021025,0.03521051987878136
176,0,1.0,0.5,366.20300407400606,4948.189288021025,0.0,0.0,148.07631574921396,5640.456107595592,0.03521051987878136
177,0,1.0,0.54,366.17293474281763,5206.5748685497765,0.0,0.0,148.0437851078116,6059.839866631684,0.03521051987878136
178,0,1.0,0.54,365.17119245801615,6059.839866631684,0.0,0.0,146.76205423167482,5150.071763511593,0.03521051987878136
179,0,1.0,0.56,365.1681426107791,6045.73641803535,0.0,0.0,145.27052727528698,4911.609831389896,0.03521051987878136
180,0,1.0,0.54,361.6856925279131,5765.802845544661,0.0,0.0,142.70561606433506,4164.024414224973,0.03521051987878136
181,0,1.0,0.52,360.64369581464473,5299.667436286331,0.0,0.0,140.92377869832316,4674.176485713763,0.03521051987878136
182,0,1.0,0.5,358.9194739226199,5487.0767440987665,0.0,0.0,138.6955605978515,4531.095243899939,0.03521051987878136
183,0,1.0,0.48,358.7898123606834,4908.686514224935,0.0,0.0,138.2518614699444,4895.330481918857,0.03521051987878136
184,0,1.0,0.5,356.8333283363061,4895.330481918857,0.0,0.0,137.18376567991328,5287.89589974836,0.03521051987878136
185,0,0.0,0.52,356.50867684310214,4881.134676690793,0.0,0.0,136.95602021525258,5640.312614167289,0.03521051987878136
186,0,1.0,0.5,356.1597807614545,5640.312614167289,0.0,0.0,136.6512141641838,5110.82282046137,0.03521051987878136
187,0,0.0,0.48,355.8728395394013,5536.724722166484,0.0,0.0,136.4558999903151,5050.67994618131,0.03521051987878136
188,0,1.0,0.5,355.8426444562091,5050.67994618131,0.0,0.0,136.36811876414288,5573.7111207696025,0.03521051987878136
189,0,1.0,0.4,357.33436529860194,5144.964111479633,0.0,0.0,137.1404666431249,10991.563117911626,0.03521051987878136
190,0,1.0,0.5,357.8330703775317,0.0,0.0,0.0,137.96177049375538,10174.812863512121,0.03521051987878136
191,0,0.0,0.54,357.8855314596332,6783.208575674747,0.0,0.0,138.09662187260446,7999.507564815687,0.03521051987878136
192,0,1.0,0.5,358.94807110840514,7999.507564815687,0.0,0.0,138.28764365303792,6245.4352818924735,0.03521051987878136
193,0,0.0,0.44,359.90940218022735,7331.597939612905,0.0,0.0,139.2355202472484,5774.636996314315,0.03521051987878136
194,0,1.0,0.4,359.927822358772,5774.636996314315,0.0,0.0,139.30167633657155,6610.828338579675,0.03521051987878136
195,0,1.0,0.38,360.1253129938449,5194.222266026887,0.0,0.0,140.0284176495169,7641.379253977313,0.03521051987878136
196,0,0.0,0.36,360.69583779993474,5094.252835984877,0.0,0.0,140.29413736917158,8027.561223549313,0.03521051987878136
197,0,1.0,0.4,360.20407790713375,4920.118169272159,0.0,0.0,139.90330141493305,8881.142912706273,0.03521051987878136
198,0,0.0,0.44,360.1091709456581,4995.642888397279,0.0,0.0,139.84816695384572,9075.524485600119,0.03521051987878136
199,0,1.0,0.5,360.3038353141929,6050.349657066747,0.0,0.0,139.87377988559797,7675.149713752715,0.03521051987878136
200,0,1.0,0.44,361.75454829261446,6030.474775091419,0.0,0.0,140.53716830631973,6801.542813962113,0.03521051987878136
201,0,0.0,0.4,361.76841132333783,6801.542813962113,0.0,0.0,140.86100894595742,6711.985483364554,0.03521051987878136
202,0,1.0,0.34,361.9894218257158,5273.702879786436,0.0,0.0,140.88903533290275,7496.143190802939,0.03521051987878136
203,0,1.0,0.4,363.117215827479,4997.428793868627,0.0,0.0,141.28164978989568,9033.808638111555,0.03521051987878136
204,0,1.0,0.44,364.2471915610694,4653.780207512014,0.0,0.0,142.87502846607143,9164.168763420394,0.03521051987878136
205,0,1.0,0.48,366.0841270750566,6109.445842280264,0.0,0.0,143.06304109397175,8344.531377162104,0.03521051987878136
206,0,1.0,0.5,367.53233668107225,6556.417510627368,0.0,0.0,143.88815999380154,7627.67237914779,0.03521051987878136
207,0,1.0,0.48,368.8036856547466,7040.928349982575,0.0,0.0,144.73773280076506,7109.592176715503,0.03521051987878136
208,0,1.0,0.5,369.57182691944075,7109.592176715503,0.0,0.0,144.75264401203324,13329.95759115793,0.03521051987878136
209,0,1.0,0.6,370.040974501841,0.0,0.0,0.0,145.1218323082136,9553.97369951509,0.03521051987878136
210,0,1.0,0.56,371.4804685771336,9553.97369951509,0.0,0.0,145.51910821666098,6492.699351875783,0.03521051987878136
211,0,0.0,0.54,372.5516260682167,9739.049027813673,0.0,0.0,146.80670519793654,5844.66763727692,0.03521051987878136
212,0,1.0,0.5,373.35624543327424,7438.667901988809,0.0,0.0,147.16969496896195,11246.508294513747,0.03521051987878136
213,0,1.0,0.6,373.229127087879,0.0,0.0,0.0,147.08721557725679,8683.586518210646,0.03521051987878136
214,0,1.0,0.56,373.02071942729305,8683.586518210646,0.0,0.0,146.7949908224621,6087.09997378172,0.03521051987878136
215,0,0.0,0.54,373.4279031987969,9130.649960672581,0.0,0.0,147.56947937932063,5435.169933706039,0.03521051987878136
216,0,1.0,0.5,374.67336352355824,6917.48900653496,0.0,0.0,147.7226759798738,5134.567486680807,0.03521051987878136
217,0,1.0,0.44,375.0522259627186,6027.535745233991,0.0,0.0,147.8708758008026,5467.587755998169,0.03521051987878136
218,0,1.0,0.4,375.5836911348737,5467.587755998169,0.0,0.0,148.34754824644943,6743.614426664476,0.03521051987878136
219,0,1.0,0.38,375.78763927724754,5298.554192379231,0.0,0.0,148.47657359911273,7973.333699546951,0.03521051987878136
220,0,1.0,0.4,375.9492492764062,5315.555799697968,0.0,0.0,149.43417968579124,9099.12082208725,0.03521051987878136
221,0,1.0,0.38,377.49019904785155,5576.8805038599285,0.0,0.0,150.23826852657137,9322.135357045874,0.03521051987878136
222,0,1.0,0.36,377.93659668953495,6214.756904697249,0.0,0.0,150.4129707222018,9758.846253459655,0.03521051987878136
223,0,1.0,0.34,378.20572827311304,5981.228348894627,0.0,0.0,150.98888127700727,9681.099491407895,0.03521051987878136
224,0,1.0,0.3,378.2047378826437,5445.6184639169405,0.0,0.0,150.95707526491387,10855.919119353937,0.03521051987878136
225,0,1.0,0.32,378.14620646816707,5592.443182697483,0.0,0.0,150.78024054853168,11970.342305428836,0.03521051987878136
226,0,1.0,0.3,377.8634524289583,5130.146702326644,0.0,0.0,150.48470850046115,12187.023346533788,0.03521051987878136
227,0,0.0,0.32,378.08762725131,5735.069810133547,0.0,0.0,150.49375025644395,13124.7450216768,0.03521051987878136
228,0,1.0,0.3,378.7634398663889,5624.890723575771,0.0,0.0,150.61956983513917,12841.185281452332,0.03521051987878136
229,0,1.0,0.34,378.9329141053749,6042.910720683451,0.0,0.0,150.68499166077362,13075.148078683027,0.03521051987878136
230,0,0.0,0.4,379.05743993388955,5603.634890864154,0.0,0.0,150.7724478879015,12574.598090563388,0.03521051987878136
231,0,1.0,0.44,379.41882844502527,6477.823258775079,0.0,0.0,150.94228176873526,11345.496899514907,0.03521051987878136
232,0,1.0,0.5,379.4948064961978,7563.664599676606,0.0,0.0,151.2190082784669,10127.726980943542,0.03521051987878136
